12, 12, 8, 11, 6, 0.095, 0.031
12, 12, 8, 102, 52, 0.093, 0.307
12, 12, 8, 36, 20, 0.099, 0.072
12, 12, 8, 11, 6, 0.089, 0.026
12, 12, 8, 13, 7, 0.086, 0.03
12, 12, 8, 9, 5, 0.092, 0.025
12, 12, 8, 9, 5, 0.085, 0.021
12, 12, 8, 9, 5, 0.083, 0.023
12, 12, 8, 5, 3, 0.089, 0.011
12, 12, 8, 5, 3, 0.090, 0.01
12, 12, 8, 44, 24, 0.095, 0.099
12, 12, 8, 7, 4, 0.095, 0.018
12, 12, 8, 115, 67, 0.099, 0.258
12, 12, 8, 7, 4, 0.095, 0.02
12, 12, 8, 5, 3, 0.090, 0.01
12, 12, 8, 3, 2, 0.086, 0.01
12, 12, 8, 37, 20, 0.095, 0.088
12, 12, 8, 11, 6, 0.094, 0.034
12, 12, 8, 15, 8, 0.095, 0.033
12, 12, 8, 15, 8, 0.090, 0.033
12, 12, 8, 7, 4, 0.094, 0.015
12, 12, 8, 9, 5, 0.084, 0.025
12, 12, 8, 29, 16, 0.093, 0.061
12, 12, 8, 7, 4, 0.088, 0.017
12, 12, 8, 9, 5, 0.094, 0.026
12, 12, 8, 214, 123, 0.096, 0.604
12, 12, 8, 7, 4, 0.080, 0.016
12, 12, 8, 3, 2, 0.090, 0.008
12, 12, 8, 1, 1, 0.093, 0.004
12, 12, 8, 10, 6, 0.091, 0.018
12, 12, 8, 9, 5, 0.095, 0.023
12, 12, 8, 63, 33, 0.093, 0.205
12, 12, 8, 48, 25, 0.099, 0.096
12, 12, 8, 14, 8, 0.089, 0.035
12, 12, 8, 5, 3, 0.086, 0.016
12, 12, 8, 9, 5, 0.092, 0.026
12, 12, 8, 9, 5, 0.085, 0.023
12, 12, 8, 11, 6, 0.083, 0.028
12, 12, 8, 5, 3, 0.089, 0.011
12, 12, 8, 5, 3, 0.090, 0.011
12, 12, 8, 44, 24, 0.095, 0.108
12, 12, 8, 7, 4, 0.095, 0.017
12, 12, 8, 72, 43, 0.099, 0.156
12, 12, 8, 7, 4, 0.095, 0.019
12, 12, 8, 4, 3, 0.090, 0.014
12, 12, 8, 3, 2, 0.086, 0.009
12, 12, 8, 38, 20, 0.095, 0.087
12, 12, 8, 11, 6, 0.094, 0.031
12, 12, 8, 15, 8, 0.095, 0.033
12, 12, 8, 13, 7, 0.090, 0.028
12, 12, 8, 7, 4, 0.094, 0.016
12, 12, 8, 9, 5, 0.084, 0.027
12, 12, 8, 30, 17, 0.093, 0.065
12, 12, 8, 5, 3, 0.088, 0.012
12, 12, 8, 11, 6, 0.094, 0.029
12, 12, 8, 164, 103, 0.096, 0.476
12, 12, 8, 6, 4, 0.080, 0.015
12, 12, 8, 3, 2, 0.090, 0.008
12, 12, 8, 1, 1, 0.093, 0.004
12, 12, 8, 12, 7, 0.091, 0.021
12, 12, 8, 9, 5, 0.095, 0.024
12, 12, 8, 78, 40, 0.093, 0.248
12, 12, 8, 34, 18, 0.099, 0.067
12, 12, 8, 14, 8, 0.089, 0.035
12, 12, 8, 13, 7, 0.086, 0.03
12, 12, 8, 9, 5, 0.092, 0.028
12, 12, 8, 9, 5, 0.085, 0.022
12, 12, 8, 9, 5, 0.083, 0.023
12, 12, 8, 5, 3, 0.089, 0.01
12, 12, 8, 5, 3, 0.090, 0.011
12, 12, 8, 52, 28, 0.095, 0.118
12, 12, 8, 7, 4, 0.095, 0.017
12, 12, 8, 123, 70, 0.099, 0.288
12, 12, 8, 7, 4, 0.095, 0.02
12, 12, 8, 5, 3, 0.090, 0.01
12, 12, 8, 3, 2, 0.086, 0.011
12, 12, 8, 36, 20, 0.095, 0.076
12, 12, 8, 11, 6, 0.094, 0.032
12, 12, 8, 15, 8, 0.095, 0.032
12, 12, 8, 15, 8, 0.090, 0.033
12, 12, 8, 7, 4, 0.094, 0.016
12, 12, 8, 9, 5, 0.084, 0.024
12, 12, 8, 26, 15, 0.093, 0.054
12, 12, 8, 7, 4, 0.088, 0.016
12, 12, 8, 11, 6, 0.094, 0.029
12, 12, 8, 255, 141, 0.096, 0.706
12, 12, 8, 7, 4, 0.080, 0.016
12, 12, 8, 3, 2, 0.090, 0.007
12, 12, 8, 1, 1, 0.093, 0.005
12, 12, 8, 11, 6, 0.091, 0.028
