12, 12, 14, 7, 4, 0.140, 2.265
12, 12, 13, 41, 21, 0.130, 11.955
12, 12, 12, 845, 472, 0.120, 238.254
12, 12, 14, 556, 324, 0.140, 204.638
12, 12, 10, 24, 13, 0.100, 4.746
12, 12, 12, 21, 11, 0.120, 5.142
12, 12, 12, 58, 31, 0.120, 15.139
12, 12, 14, 13, 7, 0.140, 3.955
12, 12, 14, 253, 142, 0.140, 85.495
12, 12, 14, 19, 10, 0.140, 6.024
12, 12, 14, 7, 4, 0.140, 2.213
12, 12, 13, 41, 21, 0.130, 11.802
12, 12, 12, 940, 517, 0.120, 261.111
12, 12, 14, 449, 288, 0.140, 161.674
12, 12, 10, 24, 13, 0.100, 4.667
12, 12, 12, 43, 22, 0.120, 10.191
12, 12, 12, 54, 30, 0.120, 13.562
12, 12, 14, 20, 11, 0.140, 5.885
12, 12, 14, 243, 138, 0.140, 79.058
12, 12, 14, 19, 10, 0.140, 5.799
12, 12, 14, 7, 4, 0.140, 2.22
12, 12, 13, 41, 21, 0.130, 11.521
12, 12, 12, 783, 440, 0.120, 215.962
12, 12, 14, 600, 379, 0.140, 214.567
12, 12, 10, 24, 13, 0.100, 4.635
12, 12, 12, 27, 14, 0.120, 6.375
12, 12, 12, 64, 33, 0.120, 16.064
12, 12, 14, 16, 9, 0.140, 4.746
12, 12, 14, 150, 89, 0.140, 49.179
12, 12, 14, 19, 10, 0.140, 5.858
