12, 12, 8, 1805, 1124, 0.167, 209.845
12, 12, 8, 14, 8, 0.170, 1.107
12, 12, 8, 47, 27, 0.163, 4.12
12, 12, 8, 34, 19, 0.174, 3.352
12, 12, 8, 119, 66, 0.186, 14.259
12, 12, 8, 734, 436, 0.160, 73.185
12, 12, 8, 49, 28, 0.170, 3.969
12, 12, 8, 2181, 1321, 0.160, 236.222
12, 12, 8, 26, 14, 0.167, 2.394
12, 12, 8, 1443, 794, 0.174, 139.014
12, 12, 8, 265, 150, 0.190, 21.414
12, 12, 8, 3505, 2224, 0.167, 409.136
12, 12, 8, 1336, 796, 0.157, 154.819
12, 12, 8, 451, 279, 0.170, 58.676
12, 12, 8, 2605, 1204, 0.167, 232.154
12, 12, 8, 16, 8, 0.220, 2.107
12, 12, 8, 43, 26, 0.170, 5.23
12, 12, 8, 28, 18, 0.174, 2.882
12, 12, 8, 119, 64, 0.186, 12.339
12, 12, 8, 644, 481, 0.160, 91.131
12, 12, 8, 49, 27, 0.170, 3.521
12, 12, 8, 2881, 1421, 0.160, 252.517
12, 12, 8, 26, 16, 0.167, 3.216
12, 12, 8, 1224, 858, 0.174, 161.137
12, 12, 8, 268, 145, 0.190, 20.118
12, 12, 8, 3223, 2068, 0.167, 389.722
12, 12, 8, 1152, 708, 0.157, 145.223
12, 12, 8, 369, 221, 0.170, 49.523
12, 12, 8, 2411, 1064, 0.167, 212.912
12, 12, 8, 16, 8, 0.220, 1.187
12, 12, 8, 47, 27, 0.170, 5.13
12, 12, 8, 33, 19, 0.174, 3.662
12, 12, 8, 126, 66, 0.186, 15.119
12, 12, 8, 780, 505, 0.160, 112.265
12, 12, 8, 49, 25, 0.170, 3.221
12, 12, 8, 2651, 1167, 0.160, 213.133
12, 12, 8, 23, 15, 0.167, 2.784
12, 12, 8, 964, 661, 0.174, 141.242
12, 12, 8, 258, 138, 0.190, 18.118
12, 12, 8, 3110, 1794, 0.167, 374.123
12, 12, 8, 1338, 723, 0.157, 156.311
12, 12, 8, 533, 288, 0.170, 72.319
